56321613_EX1708_VID_20170927T010000Z_ROVHD.mp4_1048.png,not_interesting
56321613_EX1708_VID_20170927T010000Z_ROVHD.mp4_1678.png,interesting
56321613_EX1708_VID_20170927T010000Z_ROVHD.mp4_2427.png,not_interesting
56321613_EX1708_VID_20170927T010000Z_ROVHD.mp4_3326.png,not_interesting
56321613_EX1708_VID_20170927T010000Z_ROVHD.mp4_3596.png,interesting
56321613_EX1708_VID_20170927T010000Z_ROVHD.mp4_3716.png,interesting
56321613_EX1708_VID_20170927T010000Z_ROVHD.mp4_3836.png,interesting
56321613_EX1708_VID_20170927T010000Z_ROVHD.mp4_4735.png,not_interesting
56321613_EX1708_VID_20170927T010000Z_ROVHD.mp4_4945.png,interesting
56321613_EX1708_VID_20170927T010000Z_ROVHD.mp4_6143.png,interesting
56321613_EX1708_VID_20170927T010000Z_ROVHD.mp4_6803.png,interesting
56321613_EX1708_VID_20170927T010000Z_ROVHD.mp4_7702.png,not_interesting
56321613_EX1708_VID_20170927T010000Z_ROVHD.mp4_7882.png,interesting
56321613_EX1708_VID_20170927T010000Z_ROVHD.mp4_7912.png,interesting
56321613_EX1708_VID_20170927T010000Z_ROVHD.mp4_8811.png,interesting
56321614_EX1708_VID_20170926T212000Z_ROVHD.mp4_539.png,interesting
56321614_EX1708_VID_20170926T212000Z_ROVHD.mp4_1288.png,interesting
56321614_EX1708_VID_20170926T212000Z_ROVHD.mp4_1378.png,interesting
56321614_EX1708_VID_20170926T212000Z_ROVHD.mp4_2247.png,interesting
56321614_EX1708_VID_20170926T212000Z_ROVHD.mp4_2277.png,interesting
56321614_EX1708_VID_20170926T212000Z_ROVHD.mp4_3866.png,interesting
56321614_EX1708_VID_20170926T212000Z_ROVHD.mp4_4555.png,interesting
56321614_EX1708_VID_20170926T212000Z_ROVHD.mp4_4675.png,interesting
56321614_EX1708_VID_20170926T212000Z_ROVHD.mp4_4885.png,interesting
56321614_EX1708_VID_20170926T212000Z_ROVHD.mp4_5274.png,interesting
56321614_EX1708_VID_20170926T212000Z_ROVHD.mp4_5604.png,interesting
56321614_EX1708_VID_20170926T212000Z_ROVHD.mp4_6113.png,interesting
56321614_EX1708_VID_20170926T212000Z_ROVHD.mp4_6323.png,interesting
56321614_EX1708_VID_20170926T212000Z_ROVHD.mp4_7222.png,not_interesting
56321614_EX1708_VID_20170926T212000Z_ROVHD.mp4_7462.png,not_interesting
56321614_EX1708_VID_20170926T212000Z_ROVHD.mp4_7852.png,not_interesting
56321614_EX1708_VID_20170926T212000Z_ROVHD.mp4_7882.png,not_interesting
56321614_EX1708_VID_20170926T212000Z_ROVHD.mp4_7972.png,not_interesting
56321615_EX1708_VID_20170926T200000Z_ROVHD.mp4_539.png,interesting
56321615_EX1708_VID_20170926T200000Z_ROVHD.mp4_629.png,interesting
56321615_EX1708_VID_20170926T200000Z_ROVHD.mp4_1048.png,interesting
56321615_EX1708_VID_20170926T200000Z_ROVHD.mp4_1228.png,interesting
56321615_EX1708_VID_20170926T200000Z_ROVHD.mp4_1468.png,interesting
56321615_EX1708_VID_20170926T200000Z_ROVHD.mp4_1588.png,interesting
56321615_EX1708_VID_20170926T200000Z_ROVHD.mp4_1738.png,interesting
56321615_EX1708_VID_20170926T200000Z_ROVHD.mp4_2757.png,interesting
56321615_EX1708_VID_20170926T200000Z_ROVHD.mp4_3296.png,interesting
56321615_EX1708_VID_20170926T200000Z_ROVHD.mp4_4075.png,interesting
56321615_EX1708_VID_20170926T200000Z_ROVHD.mp4_4255.png,not_interesting
56321615_EX1708_VID_20170926T200000Z_ROVHD.mp4_4375.png,not_interesting
56321615_EX1708_VID_20170926T200000Z_ROVHD.mp4_5364.png,not_interesting
56321615_EX1708_VID_20170926T200000Z_ROVHD.mp4_5904.png,not_interesting
56321615_EX1708_VID_20170926T200000Z_ROVHD.mp4_6503.png,not_interesting
56321615_EX1708_VID_20170926T200000Z_ROVHD.mp4_6923.png,not_interesting
56321615_EX1708_VID_20170926T200000Z_ROVHD.mp4_7192.png,not_interesting
56321615_EX1708_VID_20170926T200000Z_ROVHD.mp4_7792.png,not_interesting
56321615_EX1708_VID_20170926T200000Z_ROVHD.mp4_7882.png,not_interesting
56321616_EX1708_VID_20170926T214500Z_ROVHD.mp4_329.png,not_interesting
56321616_EX1708_VID_20170926T214500Z_ROVHD.mp4_749.png,interesting
56321616_EX1708_VID_20170926T214500Z_ROVHD.mp4_1198.png,not_interesting
56321616_EX1708_VID_20170926T214500Z_ROVHD.mp4_1468.png,not_interesting
56321616_EX1708_VID_20170926T214500Z_ROVHD.mp4_1978.png,not_interesting
56321616_EX1708_VID_20170926T214500Z_ROVHD.mp4_2427.png,not_interesting
56321616_EX1708_VID_20170926T214500Z_ROVHD.mp4_3926.png,not_interesting
56321616_EX1708_VID_20170926T214500Z_ROVHD.mp4_4315.png,not_interesting
56321616_EX1708_VID_20170926T214500Z_ROVHD.mp4_6623.png,not_interesting
56321616_EX1708_VID_20170926T214500Z_ROVHD.mp4_7852.png,not_interesting
56321616_EX1708_VID_20170926T214500Z_ROVHD.mp4_8421.png,not_interesting
56321619_EX1708_VID_20170926T233500Z_ROVHD.mp4_419.png,not_interesting
56321619_EX1708_VID_20170926T233500Z_ROVHD.mp4_839.png,not_interesting
56321619_EX1708_VID_20170926T233500Z_ROVHD.mp4_929.png,not_interesting
56321619_EX1708_VID_20170926T233500Z_ROVHD.mp4_2787.png,not_interesting
56321619_EX1708_VID_20170926T233500Z_ROVHD.mp4_3056.png,not_interesting
56321619_EX1708_VID_20170926T233500Z_ROVHD.mp4_3986.png,not_interesting
56321619_EX1708_VID_20170926T233500Z_ROVHD.mp4_4945.png,not_interesting
56321619_EX1708_VID_20170926T233500Z_ROVHD.mp4_4975.png,not_interesting
56321619_EX1708_VID_20170926T233500Z_ROVHD.mp4_6113.png,not_interesting
56321619_EX1708_VID_20170926T233500Z_ROVHD.mp4_6263.png,not_interesting
56321619_EX1708_VID_20170926T233500Z_ROVHD.mp4_6713.png,not_interesting
56321619_EX1708_VID_20170926T233500Z_ROVHD.mp4_6743.png,not_interesting
